source,name,price,description,origin,process,roast_level,notes,name_clean,desc_clean,raw_text,is_house_blend,is_blend,is_capsule,is_liquid,is_merch_tools,process_clean,roast_clean,notes_clean,origin_clean,roast,notes_str,match_text,bean_type
swargi roasters,mid grade espresso malt crema 100 arabica  200 gr,65000,malt crema beans yang diroasting khusus untuk kebutuhan espresso dengan grade mid grade beans ini diciptakan untuk kebutuhan espresso dengan flavor yang asik namun tetap dalam konsep ekonomis ingridients 100 arabica natural process east java possible tasting notes tropical fruits  ripe grapes  fermented  chocolate  hazelnut  medium body grind silahkan klikchat dm jika tidak ada notes akan kami kirim whole beans,java,natural,medium,"chocolate, nutty",mid grade espresso malt crema 100 arabica 200 gr,malt crema beans yang diroasting khusus untuk kebutuhan espresso dengan grade mid grade beans ini diciptakan untuk kebutuhan espresso dengan flavor yang asik namun tetap dalam konsep ekonomis ingridients 100 arabica natural process east java possible tasting notes tropical fruits ripe grapes fermented chocolate hazelnut medium body grind silahkan klikchat dm jika tidak ada notes akan kami kirim whole beans,mid grade espresso malt crema 100 arabica 200 gr malt crema beans yang diroasting khusus untuk kebutuhan espresso dengan grade mid grade beans ini diciptakan untuk kebutuhan espresso dengan flavor yang asik namun tetap dalam konsep ekonomis ingridients 100 arabica natural process east java possible tasting notes tropical fruits ripe grapes fermented chocolate hazelnut medium body grind silahkan klikchat dm jika tidak ada notes akan kami kirim whole beans,False,False,False,False,False,natural,medium,chocolate_nutty,java,medium,chocolate_nutty,mid grade espresso malt crema 100 arabica 200 gr malt crema beans yang diroasting khusus untuk kebutuhan espresso dengan grade mid grade beans ini diciptakan untuk kebutuhan espresso dengan flavor yang asik namun tetap dalam konsep ekonomis ingridients 100 arabica natural process east java possible tasting notes tropical fruits ripe grapes fermented chocolate hazelnut medium body grind silahkan klikchat dm jika tidak ada notes akan kami kirim whole beans process_natural roast_medium bean_arabica notes_chocolate_nutty origin_java,arabica
portacaba coffee roastery,kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr  100gr biji,70000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu choco banana dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa chocolate banana orange cinamon nikmat di panas maupun dingin roasting level medium proses natural classic mix wethulled purpose espresso daerah tanam halu west java mix puntang acidity medium body medium after taste clean tasting noteschocolate banana orange cinamon kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, aceh, java",washed,medium,"chocolate, fruity, herbal",kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu choco banana dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa chocolate banana orange cinamon nikmat di panas maupun dingin roasting level medium proses natural classic mix wethulled purpose espresso daerah tanam halu west java mix puntang acidity medium body medium after taste clean tasting noteschocolate banana orange cinamon kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu choco banana dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa chocolate banana orange cinamon nikmat di panas maupun dingin roasting level medium proses natural classic mix wethulled purpose espresso daerah tanam halu west java mix puntang acidity medium body medium after taste clean tasting noteschocolate banana orange cinamon kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,washed,medium,chocolate_nutty fruity herbal,"indonesia, aceh, java",medium,chocolate_nutty fruity herbal,kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu choco banana dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa chocolate banana orange cinamon nikmat di panas maupun dingin roasting level medium proses natural classic mix wethulled purpose espresso daerah tanam halu west java mix puntang acidity medium body medium after taste clean tasting noteschocolate banana orange cinamon kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_washed roast_medium notes_chocolate_nutty_fruity_herbal origin_indonesia_aceh_java,
portacaba coffee roastery,kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr  100gr biji,70000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange tea dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa orange strawberry chocolate nutty black tea nikmat di panas maupun dingin roasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, aceh, java",natural,medium,"chocolate, nutty, fruity, floral, herbal",kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange tea dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa orange strawberry chocolate nutty black tea nikmat di panas maupun dingin roasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange tea dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa orange strawberry chocolate nutty black tea nikmat di panas maupun dingin roasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,natural,medium,chocolate_nutty fruity floral herbal,"indonesia, aceh, java",medium,chocolate_nutty fruity floral herbal,kopi arabika espresso aceh orange tea kopi espesso gunung puntang mix aceh 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange tea dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa orange strawberry chocolate nutty black tea nikmat di panas maupun dingin roasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_natural roast_medium notes_chocolate_nutty_fruity_floral_herbal origin_indonesia_aceh_java,
portacaba coffee roastery,kopi arabika espresso puntang pink candy kopi espresso gunung puntang mix laspada 200gr  100gr biji,70000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi puntang pink candy dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa cotton candy  lime water guava floral nikmat di panas maupun dinginroasting level medium proses gilbas purpose espresso daerah tanam puntang mix laspada acidity medium body medium after taste clean tasting notes cotton candy  lime water guava floral,indonesia,,medium,floral,kopi arabika espresso puntang pink candy kopi espresso gunung puntang mix laspada 200gr 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi puntang pink candy dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa cotton candy lime water guava floral nikmat di panas maupun dinginroasting level medium proses gilbas purpose espresso daerah tanam puntang mix laspada acidity medium body medium after taste clean tasting notes cotton candy lime water guava floral,kopi arabika espresso puntang pink candy kopi espresso gunung puntang mix laspada 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi puntang pink candy dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa cotton candy lime water guava floral nikmat di panas maupun dinginroasting level medium proses gilbas purpose espresso daerah tanam puntang mix laspada acidity medium body medium after taste clean tasting notes cotton candy lime water guava floral,False,False,False,True,False,,medium,floral,indonesia,medium,floral,kopi arabika espresso puntang pink candy kopi espresso gunung puntang mix laspada 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi puntang pink candy dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa cotton candy lime water guava floral nikmat di panas maupun dinginroasting level medium proses gilbas purpose espresso daerah tanam puntang mix laspada acidity medium body medium after taste clean tasting notes cotton candy lime water guava floral roast_medium notes_floral origin_indonesia,
portacaba coffee roastery,kopi arabika espresso aceh peach fruity kopi espresso gunung halu mix aceh 200gr  100gr biji,75000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh peach fruity dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa peach blackberryblackcurenttea jasmine nikmat di panas maupun dinginroasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, aceh, java",natural,medium,"fruity, floral",kopi arabika espresso aceh peach fruity kopi espresso gunung halu mix aceh 200gr 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh peach fruity dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa peach blackberryblackcurenttea jasmine nikmat di panas maupun dinginroasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,kopi arabika espresso aceh peach fruity kopi espresso gunung halu mix aceh 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh peach fruity dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa peach blackberryblackcurenttea jasmine nikmat di panas maupun dinginroasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,natural,medium,fruity floral,"indonesia, aceh, java",medium,fruity floral,kopi arabika espresso aceh peach fruity kopi espresso gunung halu mix aceh 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh peach fruity dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa peach blackberryblackcurenttea jasmine nikmat di panas maupun dinginroasting level medium proses natural extended mix gilbas purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes peach blackberryblackcurenttea jasmine kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_natural roast_medium notes_fruity_floral origin_indonesia_aceh_java,
portacaba coffee roastery,kopi arabika espresso halu passion fruit kopi espresso gunung halu mix aceh 200gr  500gr biji,240000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu passion fruit dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa passion fruit guava blackberry brown sugar orange  pomelo nikmat di panas maupun dinginroasting level medium proses semi wash mix natural extended purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes passion fruit guava blackberry brown sugar orange  pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, aceh, java",washed,medium,"fruity, sweet",kopi arabika espresso halu passion fruit kopi espresso gunung halu mix aceh 200gr 500gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu passion fruit dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa passion fruit guava blackberry brown sugar orange pomelo nikmat di panas maupun dinginroasting level medium proses semi wash mix natural extended purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes passion fruit guava blackberry brown sugar orange pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,kopi arabika espresso halu passion fruit kopi espresso gunung halu mix aceh 200gr 500gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu passion fruit dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa passion fruit guava blackberry brown sugar orange pomelo nikmat di panas maupun dinginroasting level medium proses semi wash mix natural extended purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes passion fruit guava blackberry brown sugar orange pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,washed,medium,fruity sweet,"indonesia, aceh, java",medium,fruity sweet,kopi arabika espresso halu passion fruit kopi espresso gunung halu mix aceh 200gr 500gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu passion fruit dengan profile roasting medium cocok untuk pecinta kopi modern rasakan rasa passion fruit guava blackberry brown sugar orange pomelo nikmat di panas maupun dinginroasting level medium proses semi wash mix natural extended purpose espresso daerah tanam halu west java mix acej acidity medium body medium after taste clean tasting notes passion fruit guava blackberry brown sugar orange pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_washed roast_medium notes_fruity_sweet origin_indonesia_aceh_java,
portacaba coffee roastery,biji kopi arabika aceh white grape full arabika 200 gr  portacaba coffee roastery  100gr biji,75000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa white grape lemon caramel floral pomelo nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic purpose manual brew daerah tanam aceh gayo mix puntang west java acidity medium body medium after taste clean tasting notes white grape lemon caramel floral pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, gayo, aceh, java",washed,"light, medium","caramel, fruity, floral",biji kopi arabika aceh white grape full arabika 200 gr portacaba coffee roastery 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa white grape lemon caramel floral pomelo nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic purpose manual brew daerah tanam aceh gayo mix puntang west java acidity medium body medium after taste clean tasting notes white grape lemon caramel floral pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,biji kopi arabika aceh white grape full arabika 200 gr portacaba coffee roastery 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa white grape lemon caramel floral pomelo nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic purpose manual brew daerah tanam aceh gayo mix puntang west java acidity medium body medium after taste clean tasting notes white grape lemon caramel floral pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,washed,medium,caramel fruity floral,"indonesia, gayo, aceh, java",medium,chocolate_nutty fruity floral,biji kopi arabika aceh white grape full arabika 200 gr portacaba coffee roastery 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa white grape lemon caramel floral pomelo nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic purpose manual brew daerah tanam aceh gayo mix puntang west java acidity medium body medium after taste clean tasting notes white grape lemon caramel floral pomelo kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_washed roast_medium notes_chocolate_nutty_fruity_floral origin_indonesia_gayo_aceh_java,
portacaba coffee roastery,biji kopi arabika halu green apple sweet kopi filter halu mix manglayang 200gr  100gr biji,75000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu green apple sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa green apple pear orange white grape floral nikmat di panas maupun dingin roasting level light to medium proses washed mix natural classic purpose manual brew daerah tanam halu west java mix manglayang west java acidity medium body medium after taste clean tasting notes green apple pear orange white grape floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, java",washed,"light, medium","fruity, floral, sweet",biji kopi arabika halu green apple sweet kopi filter halu mix manglayang 200gr 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu green apple sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa green apple pear orange white grape floral nikmat di panas maupun dingin roasting level light to medium proses washed mix natural classic purpose manual brew daerah tanam halu west java mix manglayang west java acidity medium body medium after taste clean tasting notes green apple pear orange white grape floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,biji kopi arabika halu green apple sweet kopi filter halu mix manglayang 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu green apple sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa green apple pear orange white grape floral nikmat di panas maupun dingin roasting level light to medium proses washed mix natural classic purpose manual brew daerah tanam halu west java mix manglayang west java acidity medium body medium after taste clean tasting notes green apple pear orange white grape floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,washed,medium,fruity floral sweet,"indonesia, java",medium,fruity floral sweet,biji kopi arabika halu green apple sweet kopi filter halu mix manglayang 200gr 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi halu green apple sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa green apple pear orange white grape floral nikmat di panas maupun dingin roasting level light to medium proses washed mix natural classic purpose manual brew daerah tanam halu west java mix manglayang west java acidity medium body medium after taste clean tasting notes green apple pear orange white grape floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_washed roast_medium notes_fruity_floral_sweet origin_indonesia_java,
portacaba coffee roastery,biji kopi arabika aceh mandarin orange sweet full arabika 200 gr  portacaba coffee roastery  100gr biji,75000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa sunsikst mandarin orange jasmine floral nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic mix natural extended purpose manual brew daerah tanam aceh gayo mix puntang west java mix halu west java acidity medium body medium after taste clean tasting notes sunsikst mandarin orange jasmine floral  kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukankopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, gayo, aceh, java",washed,"light, medium","caramel, fruity, floral, sweet",biji kopi arabika aceh mandarin orange sweet full arabika 200 gr portacaba coffee roastery 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa sunsikst mandarin orange jasmine floral nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic mix natural extended purpose manual brew daerah tanam aceh gayo mix puntang west java mix halu west java acidity medium body medium after taste clean tasting notes sunsikst mandarin orange jasmine floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukankopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,biji kopi arabika aceh mandarin orange sweet full arabika 200 gr portacaba coffee roastery 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa sunsikst mandarin orange jasmine floral nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic mix natural extended purpose manual brew daerah tanam aceh gayo mix puntang west java mix halu west java acidity medium body medium after taste clean tasting notes sunsikst mandarin orange jasmine floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukankopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,washed,medium,caramel fruity floral sweet,"indonesia, gayo, aceh, java",medium,chocolate_nutty fruity floral sweet,biji kopi arabika aceh mandarin orange sweet full arabika 200 gr portacaba coffee roastery 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh orange sweet dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa sunsikst mandarin orange jasmine floral nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural classic mix natural extended purpose manual brew daerah tanam aceh gayo mix puntang west java mix halu west java acidity medium body medium after taste clean tasting notes sunsikst mandarin orange jasmine floral kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukankopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_washed roast_medium notes_chocolate_nutty_fruity_floral_sweet origin_indonesia_gayo_aceh_java,
portacaba coffee roastery,biji kopi arabika puntang red apple natural anaerob full arabika 200 gr  portacaba coffee roastery  100gr biji,75000,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,"indonesia, aceh, java",washed,"light, medium","caramel, fruity, floral",biji kopi arabika puntang red apple natural anaerob full arabika 200 gr portacaba coffee roastery 100gr biji,kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,biji kopi arabika puntang red apple natural anaerob full arabika 200 gr portacaba coffee roastery 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan,False,False,False,False,False,washed,medium,caramel fruity floral,"indonesia, aceh, java",medium,chocolate_nutty fruity floral,biji kopi arabika puntang red apple natural anaerob full arabika 200 gr portacaba coffee roastery 100gr biji kopi portacaba berasal dari berbagai daerah indonesia kaya akan rasa kopi aceh white grape dengan profile roasting light to medium cocok untuk pecinta kopi modern rasakan rasa red apple passion fruit caramel floral grape nikmat di panas maupun dingin roasting level light to medium proses wet hulled mix natural extended purpose manual brew daerah tanam pangalengan mix puntang west java acidity medium body medium after taste clean tasting notes red apple passion fruit caramel floral grape kopi ini memberikan pengalaman rasa yang unik cocok untuk pencinta kopi yang mencari variasi rasa rasakan kelezatan setiap tegukan process_washed roast_medium notes_chocolate_nutty_fruity_floral origin_indonesia_aceh_java,
